titol,url,estat,pdfs,Accés al tràmit,Altres requisits,Data de la prova,Expedient,Finalització de presentació de sol·licituds,Grup de titulació o assimilat,Identificador,Inici de presentació de sol·licituds,Matèries,Observacions,Sistema de selecció,Tipus de personal,Titulació requerida,Torn reservat,Web de l'ens convocant
1 plaça de Research Technician - Quantum computing for Earth Sciences (RE1),https://cido.diba.cat/oposicions/21247523/1-placa-de-research-technician-quantum-computing-for-earth-sciences-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/12526escesre1,https://www.bsc.es/ca/join-us/job-opportunities/12526escesre1,Anglès,,125_26_ES_CES_RE1,11/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260311O104,,"Administració especial sense especificar, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau o un Màster, o estar inscrit en un programa de Màster en Física, Informàtica, Matemàtiques Aplicades o un camp relacionat",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça d'Application Platform Coordinator (Hinxton),https://cido.diba.cat/oposicions/21240015/1-placa-dapplication-platform-coordinator-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Application-Platform-Coordinator_JR3299?l=barcelona,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Application-Platform-Coordinator_JR3299/apply?l=barcelona,,,JR3299,05/04/2026,,20260310O161,,"Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://embl.wd103.myworkdayjobs.com/EMBL?l=barcelona
1 plaça d'Analista de dades,https://cido.diba.cat/oposicions/21237527/1-placa-danalista-de-dades-fundacio-de-gestio-sanitaria-de-lhospital-de-la-santa-creu-i-sant-pau,Termini obert,https://santpau.csod.com/ux/ats/careersite/5/home/requisition/1982?c=santpau,https://santpau.csod.com/ux/ats/careersite/5/requisition/1982/application?c=santpau&jobboardid=0#1,Nivell C de català / Coneixement oral i escrit de les dues llengües oficials de Catalunya,,req1982,"11/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A - Grau universitari,20260311O55,,"Administració especial sense especificar, Anàlisi / Programació, Dret, Sanitat / Medicina",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://santpau.csod.com/ux/ats/careersite/5/home?c=santpau
1 plaça d'Analista de SAP ISH,https://cido.diba.cat/oposicions/21237483/1-placa-danalista-de-sap-ish-fundacio-de-gestio-sanitaria-de-lhospital-de-la-santa-creu-i-sant-pau,Termini obert,https://santpau.csod.com/ux/ats/careersite/5/home/requisition/1981?c=santpau,https://santpau.csod.com/ux/ats/careersite/5/requisition/1981/application?c=santpau&jobboardid=0#1,Nivell C de català / Coneixement oral i escrit de les dues llengües oficials de Catalunya,,req1981,"11/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A - Grau universitari,20260311O54,,"Anàlisi / Programació, Enginyeria sense especificar",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://santpau.csod.com/ux/ats/careersite/5/home?c=santpau
1 plaça de MSCA Doctoral Candidate (DC10) - Agile node-level fault detection and classification (SAILING project),https://cido.diba.cat/oposicions/21245662/1-placa-de-msca-doctoral-candidate-dc10-agile-node-level-fault-detection-and-classification-sailing-project-institut-de-recerca-en-energia-de-catalunya-irec,Termini obert,https://www.irec.cat/wp-content/uploads/2026/03/Anexo-2-Oferta-contratacion-26-039-3.pdf,irecjobs@irec.cat,,,26/039,06/04/2026 - Termini segons el web de l'ens convocant,A1 - Grau universitari (correspondència amb llicenciatures),20260311O99,,"Administració especial sense especificar, Enginyeria de telecomunicacions, Enginyeria industrial, Física, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en Enginyeria Elèctrica, Enginyeria de l'Energia, Telecomunicacions, Enginyeria Industrial, Matemàtiques, Física o altres titulacions afins",,https://www.irec.cat/about/work-with-us/job-oportunities
1 plaça de MSCA Doctoral Candidate (DC8) - Scalable and Optimized Energy Distribution in Internet of Energy (SAILING project),https://cido.diba.cat/oposicions/21246489/1-placa-de-msca-doctoral-candidate-dc8-scalable-and-optimized-energy-distribution-in-internet-of-energy-sailing-project-institut-de-recerca-en-energia-de-catalunya-irec,Termini obert,https://www.irec.cat/wp-content/uploads/2026/03/Anexo-2-Oferta-contratacion-26-038.pdf,irecjobs@irec.cat,,,26/038,06/04/2026 - Termini segons el web de l'ens convocant,A1 - Grau universitari (correspondència amb llicenciatures),20260311O100,,"Administració especial sense especificar, Enginyeria de telecomunicacions, Enginyeria industrial, Física, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en Enginyeria Elèctrica, Enginyeria de l'Energia, Telecomunicacions, Enginyeria Industrial, Matemàtiques, Física o altres titulacions afins",,https://www.irec.cat/about/work-with-us/job-oportunities
1 plaça de R2 - Junior Postdoctoral Researcher in Applied Artificial Intelligence for Materials Characterization and Process Monitoring,https://cido.diba.cat/oposicions/21246531/1-placa-de-r2-junior-postdoctoral-researcher-in-applied-artificial-intelligence-for-materials-characterization-and-process-monitoring-institut-de-recerca-en-energia-de-catalunya-irec,Termini obert,https://www.irec.cat/wp-content/uploads/2026/03/Anexo-2-Oferta-contratacion-IA-R2.1.1-1-VF.pdf,irecjobs@irec.cat,Anglès,,2026/44,06/04/2026 - Termini segons el web de l'ens convocant,A1 - Grau universitari (correspondència amb llicenciatures),20260311O101,,"Administració especial sense especificar, Enginyeria de telecomunicacions, Enginyeria industrial, Física, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Ciència dels Materials, Física, Enginyeria, Ciència de Dades o una disciplina relacionada",,https://www.irec.cat/about/work-with-us/job-oportunities
1 plaça de R2 - Postdoctoral Researcher in AI-Driven Automated Platforms for Accelerated Materials Research,https://cido.diba.cat/oposicions/21245417/1-placa-de-r2-postdoctoral-researcher-in-ai-driven-automated-platforms-for-accelerated-materials-research-institut-de-recerca-en-energia-de-catalunya-irec,Termini obert,https://www.irec.cat/wp-content/uploads/2026/03/Anexo-2-Oferta-contratacion-MAIAMI-1.pdf,,Anglès,,26/033,06/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260311O98,,"Enginyeria sense especificar, Física, Noves tecnologies, Química, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Ciència dels Materials, Física, Química, Enginyeria, Intel·ligència Artificial, Robòtica o una disciplina estretament relacionada",,https://www.irec.cat/about/work-with-us/job-oportunities
1 plaça de Tècnic auxiliar informàtica,https://cido.diba.cat/oposicions/21039026/1-placa-de-tecnic-auxiliar-informatica-ajuntament-de-calella,Termini obert,"http://bop.diba.cat/anunci/3893032, http://bop.diba.cat/anunci/3902725, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1038856&type=01&language=ca_ES",,Nivell C1 de català,,,08/04/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260204O85,,Informàtica,,Concurs oposició o valoració de mèrits i prova,Laboral,"Títol de batxillerat, tècnic o equivalent",,http://www.calella.cat/
"1 plaça de Tècnic auxiliar d'administració digital, innovació i millora de processos",https://cido.diba.cat/oposicions/21123921/1-placa-de-tecnic-auxiliar-dadministracio-digital-innovacio-i-millora-de-processos-ajuntament-de-lloret-de-mar,Termini obert,"https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1008393&type=01&language=ca_ES, https://ssl4.ddgi.cat/bopV1/pdf/2025/47/20254701854.pdf, https://ssl4.ddgi.cat/bopV1/pdf/2025/205/202520509489.pdf, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1027822&type=01&language=ca_ES, https://ssl4.ddgi.cat/bopV1/pdf/2026/35/20263501180.pdf, https://www.boe.es/boe/dias/2026/03/02/pdfs/BOE-A-2026-4860.pdf, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1038814&type=01&language=ca_ES",,Nivell C1 de català,,,08/04/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260220O40,,"Anàlisi / Programació, Informàtica, Noves tecnologies",,Concurs oposició o valoració de mèrits i prova,Funcionari,"Cicle formatiu de grau superior en informàtica, FP 2on Grau en informàtica o titulació equivalent",,
1 plaça de Tècnic auxiliar d'informàtica,https://cido.diba.cat/oposicions/21123948/1-placa-de-tecnic-auxiliar-dinformatica-ajuntament-de-lloret-de-mar,Termini obert,"https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1008393&type=01&language=ca_ES, https://ssl4.ddgi.cat/bopV1/pdf/2025/47/20254701854.pdf, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1027822&type=01&language=ca_ES, https://ssl4.ddgi.cat/bopV1/pdf/2025/205/202520509489.pdf, https://ssl4.ddgi.cat/bopV1/pdf/2026/35/20263501173.pdf, https://www.boe.es/boe/dias/2026/03/02/pdfs/BOE-A-2026-4860.pdf, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1038857&type=01&language=ca_ES",,Nivell C1 de català,,,08/04/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260220O41,,"Anàlisi / Programació, Informàtica, Noves tecnologies",,Concurs oposició o valoració de mèrits i prova,Funcionari,"Cicle formatiu de grau superior en informàtica, FP 2on Grau en informàtica o titulació equivalent",,
1 plaça de Data Engineer for visualization and analytics pipelines (RE1),https://cido.diba.cat/oposicions/21222833/1-placa-de-data-engineer-for-visualization-and-analytics-pipelines-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/10026casedpppre1,https://www.bsc.es/ca/join-us/job-opportunities/10026casedpppre1,Anglès,,100_26_CASE_DPPP_RE1,31/03/2026,A - Grau universitari,20260309O145,,"Enginyeria sense especificar, Informàtica. Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Grau en Enginyeria del Programari o equivalent,,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Bioinformatics Scientist (Hinxton),https://cido.diba.cat/oposicions/21224141/1-placa-de-bioinformatics-scientist-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Bioinformatics-Scientist_JR3203?l=barcelona,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Bioinformatics-Scientist_JR3203/apply?l=barcelona,Anglès,,JR3203,08/04/2026,A - Grau universitari,20260306O136,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en en Informàtica, Matemàtiques, Ciències de la Vida o una disciplina relacionada",,https://embl.wd103.myworkdayjobs.com/EMBL?l=barcelona
1 plaça de Postdoctoral Fellow - Computational Biology and Spatial Multi-Omics (Hinxton),https://cido.diba.cat/oposicions/21224136/1-placa-de-postdoctoral-fellow-computational-biology-and-spatial-multi-omics-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Postdoctoral-research-fellow--CartoHostBug_JR3372-1?l=barcelona,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Postdoctoral-research-fellow--CartoHostBug_JR3372-1/apply?l=barcelona,,,JR3372,29/03/2026 23:59 h - Termini segons el web de l'ens convocant,A1 - Grau universitari (correspondència amb llicenciatures),20260306O135,,"Biologia, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en estadística, matemàtiques, física, bioinformàtica, informàtica o un camp relacionat (o un camp biomèdic amb una forta especialització computacional)",,https://embl.wd103.myworkdayjobs.com/EMBL?l=barcelona
1 plaça de Tècnic de Laboratori al Grup de recerca en comunicació intercel·lular en càncer i envelliment,https://cido.diba.cat/oposicions/21224103/1-placa-de-tecnic-de-laboratori-al-grup-de-recerca-en-comunicacio-intercellular-en-cancer-i-envelliment-fundacio-institut-hospital-del-mar-dinvestigacions-mediques-imim,Termini obert,https://www.imim.cat/ofertes/detall-oferta-temporals.html?id=3282,https://intranet.imim.cat/solicitudcontractes/3282/candidatcontractes/new,,,FIMIM3201-WELZ,"15/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260306O133,,"Biologia, Informàtica, Recerca / Laboratori",Incorporació: Maig 2026,Concurs o valoració de mèrits,Laboral temporal,"Grau en Biotecnologia o equivalent, es valorarà màster en bioinformàtica",,https://www.imim.cat/ofertes/convocatories-temporals.html
1 plaça de Postdoc Researcher: Mobile Robotics & AI - Social Human-Robot Interaction (SOCIAL¿PIA),https://cido.diba.cat/oposicions/21231757/1-placa-de-postdoc-researcher-mobile-robotics-ai-social-human-robot-interaction-socialpia-ministerio-de-ciencia-innovacion-y-universidades-consejo-superior-de-investigaciones-cientificas-csic-institut-de-robotica-i-informatica-industrial-irii,Termini obert,https://www.iri.upc.edu/jobs/153,jobs@iri.upc.edu,,,153,30/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260309O173,,"Enginyeria sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Robòtica, Intel·ligència Artificial, Informàtica, Enginyeria Electrònica o un camp relacionat",,https://www.iri.upc.edu/join
1 plaça de Pràctiques Analytics - IA,https://cido.diba.cat/oposicions/21222954/1-placa-de-practiques-analytics-ia-upcnet-sl,Termini obert,https://upcnet.csod.com/ux/ats/careersite/2/home/requisition/419?c=upcnet&lang=es-CA,https://upcnet.csod.com/ux/ats/careersite/2/requisition/419/application?c=upcnet&lang=es-CA&jobboardid=0#1,"Nivell intermedi d'anglès, tant parlat com escrit",,req419,"09/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada","C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260309O149,,"Informàtica, Noves tecnologies",Contracte de pràctiques,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://upcnet.csod.com/ux/ats/careersite/2/home?c=upcnet&amp;lang=es-CA
1 plaça de Research engineer - R data analysis tools developer (RE2),https://cido.diba.cat/oposicions/21213714/1-placa-de-research-engineer-r-data-analysis-tools-developer-re2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/10526eseddre2,https://www.bsc.es/ca/join-us/job-opportunities/10526eseddre2,Anglès,,105_26_ES_EDD_RE2,04/04/2026,A - Grau universitari,20260306O106,,"Enginyeria de telecomunicacions, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Informàtica, Telecomunicacions, Matemàtiques, Física o una disciplina relacionada",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Tècnic informàtic i sistemes d'informació,https://cido.diba.cat/oposicions/21135825/1-placa-de-tecnic-informatic-i-sistemes-dinformacio-ajuntament-de-martorelles,Termini obert,"http://bop.diba.cat/anunci/3899761, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1038361&type=01&language=ca_ES",https://seu.martorelles.cat/,Nivell C1 de català,,,31/03/2026,A2 - Grau universitari (correspondència amb diplomatures),20260224O4,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs oposició o valoració de mèrits i prova,Interí o temporal,Vegeu les bases,,http://www.martorelles.cat/
1 plaça de Data Scientist/Postdoctoral Researcher in the group evolutionary processes modeling,https://cido.diba.cat/oposicions/21194315/1-placa-de-data-scientistpostdoctoral-researcher-in-the-group-evolutionary-processes-modeling-centre-de-regulacio-genomica-crg,Termini obert,https://recruitment.crg.eu/sites/default/files/postdoc_jobadvert_dweghorn_22026.pdf,https://recruitment.crg.eu/content/jobs/position/data-scientist-postdoctoral-researcher-group-evolutionary-processes-modeling/apply,Anglès fluid,,,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260303O84,,"Biologia, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en genètica de poblacions, física, estadística, bioinformàtica o una disciplina relacionada",,https://www.crg.eu/content/careers/job-opportunities
1 plaça de Personal Titulat de Grau en Enginyeria Informàtica per a la Direcció de Tecnologies i Sistemes,https://cido.diba.cat/oposicions/21183669/1-placa-de-personal-titulat-de-grau-en-enginyeria-informatica-per-a-la-direccio-de-tecnologies-i-sistemes-generalitat-de-catalunya-institut-de-diagnostic-per-la-imatge-idi,Termini obert,https://idi.gencat.cat/web/.content/0_Portal_Transparencia/ProcessosSelectius/20260302-BASES-OPOIR-2025-G4.pdf,seleccio.persones.idi@gencat.cat,Nivell C1 de català / Trobar-se col·legiat en el col·legi professional corresponent al centre de treball,,OPOIR2025/G4/SC-GER,02/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260303O39,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral,Grau o Llicenciatura requerida,,https://idi.gencat.cat/ca/professionals/treballeu-amb-nosaltres/anuncis-area-de-persones/
1 plaça de Tècnic de gestió i control de recursos informàtics,https://cido.diba.cat/oposicions/21082839/1-placa-de-tecnic-de-gestio-i-control-de-recursos-informatics-sindicatura-de-comptes,Termini obert,"https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1036816&type=01&language=ca_ES, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1038283&type=01&language=ca_ES",https://www.sindicatura.cat/documents/36414/393728/Tr%C3%A0mits+a+la+seu+electr%C3%B2nica+relacionats+amb+la+convocat%C3%B2ria+CO+2-26.pdf/97192585-35c0-b40a-058c-e3c0d281886c?t=1772104464056,Nivell C1 de català,,CO-2/26,31/03/2026,A2 - Grau universitari (correspondència amb diplomatures),20260213O10,,Informàtica,,Concurs oposició o valoració de mèrits i prova,Funcionari,"Títol d'enginyer tècnic, de diplomat universitari de primer cicle, d'arquitecte tècnic, de formació professional de tercer grau o equivalent",,https://www.sindicatura.cat/convocat%C3%B2ries-ocupaci%C3%B3
1 plaça de Business Development Manager - Innovation and Dual-Use (sector privat),https://cido.diba.cat/oposicions/21172497/1-placa-de-business-development-manager-innovation-and-dual-use-sector-privat-fundacio-i2cat-internet-i-innovacio-digital-a-catalunya,Termini obert,https://careers.talentclue.com/ca/node/123447064/4590/modal,https://careers.talentclue.com/ca/node/add/cv/job/123447064/company/63152/4590/modal?clicked_button=apply_manually,"Català, castellà i anglès",,123447064,"30/03/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260227O86,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Enginyeria superior (telecomunicacions, informàtica o similar)",,https://careers.talentclue.com/en/company/63152/offers/menu/modal?ch=100011&amp;hc=ECECEC&amp;lc=444444
1 plaça de Senior research engineer - Media Processing,https://cido.diba.cat/oposicions/21172504/1-placa-de-senior-research-engineer-media-processing-fundacio-i2cat-internet-i-innovacio-digital-a-catalunya,Termini obert,https://careers.talentclue.com/en/node/123454208/4590/modal,https://careers.talentclue.com/en/node/add/cv/job/123454208/company/63152/4590/modal?clicked_button=apply_manually,Anglès,,123454208,"30/03/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",,20260227O87,,"Anàlisi / Programació, Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://careers.talentclue.com/en/company/63152/offers/menu/modal?ch=100011&amp;hc=ECECEC&amp;lc=444444
1 plaça d'Investigador postdoctoral - Projecte FIS,https://cido.diba.cat/oposicions/21171813/1-placa-dinvestigador-postdoctoral-projecte-fis-institut-de-recerca-sant-joan-de-deu-irsjd,Termini obert,https://hospitalsantjoandedeu.talentclue.com/es/node/123445942/4590,https://hospitalsantjoandedeu.talentclue.com/es/node/add/cv/job/123445942/company/54582488/4590?clicked_button=apply_manually,,,,"30/03/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260227O67,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Biomedicina, Genètica, Biologia Molecular, Bioinformàtica o àrees afins",,https://www.irsjd.org/ca/recerca/treballa-a-irsjd
1 plaça de Responsable d'infraestructures (Manteniment),https://cido.diba.cat/oposicions/21187581/1-placa-de-responsable-dinfraestructures-manteniment-ministerio-de-transportes-movilidad-y-agenda-urbana-autoridad-portuaria-de-tarragona,Termini obert,https://www.porttarragona.cat/images/00_APT_Treballa_Amb_Nosaltres/2026_Convocatories/2026_01_Responsable_Infraestructures/b_2026_01_ri.pdf,https://porttarragona.sede.gob.es/,Nivell C1 de català,,2026_01,27/03/2026,A - Grau universitari,20260227O103,,"Enginyeria de telecomunicacions, Enginyeria industrial, Informàtica",,Concurs oposició o valoració de mèrits i prova,Laboral,Vegeu les bases,,https://www.porttarragona.cat/ca/autoritat-portuaria-tarragona/organitzacio-rh/treballa-nosaltres
1 plaça de High-Performance Computing Support engineer,https://cido.diba.cat/oposicions/21159195/1-placa-de-high-performance-computing-support-engineer-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/8426opushpc,https://www.bsc.es/ca/join-us/job-opportunities/8426opushpc,Anglès,,84_26_OP_US_HPC,01/04/2026,A - Grau universitari,20260226O65,,"Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Grau en Informàtica (o disciplina relacionada),,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de High-Performance Computing Support engineer,https://cido.diba.cat/oposicions/21159314/1-placa-de-high-performance-computing-support-engineer-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/8526opushpc,https://www.bsc.es/ca/join-us/job-opportunities/8526opushpc,Anglès,,85_26_OP_US_HPC,31/03/2026,A - Grau universitari,20260226O68,,"Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Grau en Informàtica (o disciplina relacionada),,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Predoctoral Fellow on synergistic health effects of compound exposures and multi-hazard early warning systems,https://cido.diba.cat/oposicions/21145774/1-placa-de-predoctoral-fellow-on-synergistic-health-effects-of-compound-exposures-and-multi-hazard-early-warning-systems-institut-de-salut-global-de-barcelona-isglobal,Termini obert,https://jobs.isglobal.org/jobs/7288185-predoctoral-fellow-on-synergistic-health-effects-of-compound-exposures-and-multi-hazard-early,https://jobs.isglobal.org/jobs/7288185-predoctoral-fellow-on-synergistic-health-effects-of-compound-exposures-and-multi-hazard-early,Català i castellà,,7288185,31/12/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260223O96,,"Informàtica, Medi ambient, Noves tecnologies, Recerca / Laboratori, Sanitat / Medicina",,Concurs o valoració de mèrits,Laboral temporal,Títol de màster que doni accés a un programa de doctorat,,https://jobs.isglobal.org/jobs
Borsa de treball de places de Personal del grup de classificació C2 per a altres àmbits funcionals (supramunicipal),https://cido.diba.cat/oposicions/20626029/borsa-de-treball-de-places-de-personal-del-grup-de-classificacio-c2-per-a-altres-ambits-funcionals-supramunicipal-consell-comarcal-del-bergueda,Termini obert,"http://bop.diba.cat/anunci/3856092, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1030134&type=01&language=ca_ES, https://transparencia.bergueda.cat/ccb/decrets/2026/DECRET%202026-0065%20%5BLlistat%20definitiu%20admeses%20i%20excloses%20borsa%20C1%20i%20C2%5D.pdf, https://seu-e.cat/documents/1319400/16291873/20260219_ACTA+Borsa+C1+C2.pdf/91c2e6e6-ec4b-4bd0-92ce-0ca1141c3379",https://bergueda.eadministracio.cat/info.0,Nivell C1 de català,06/02/2026,1556/2025,Obert permanentment,"C2 - ESO, graduat escolar, FP 1r grau, cicles formatius grau mitjà",20251117O15,26/11/2025,"Administració especial sense especificar, Informàtica",,Concurs oposició o valoració de mèrits i prova,Interí o temporal,"Cicle Formatiu de Grau Mitjà, o titulació equivalent al grup C2 de personal funcionari",,https://bergueda.eadministracio.cat/board/
1 plaça de Tècnic de recerca al Grup de recerca en descobriment de fàrmacs basats en receptors acoblats a proteïnes G,https://cido.diba.cat/oposicions/21070249/1-placa-de-tecnic-de-recerca-al-grup-de-recerca-en-descobriment-de-farmacs-basats-en-receptors-acoblats-a-proteines-g-fundacio-institut-hospital-del-mar-dinvestigacions-mediques-imim,Termini obert,https://www.imim.cat/ofertes/detall-oferta-temporals.html?id=3261,https://intranet.imim.cat/solicitudcontractes/3261/candidatcontractes/new,,,FIMIM3185-SELENT,"31/03/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada","C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260210O79,,"Informàtica, Recerca / Laboratori, Sanitat / Medicina",Incorporació: Abril 2026,Concurs o valoració de mèrits,Laboral temporal,Cicle formatiu de grau superior o titulació equivalent,,https://www.imim.cat/ofertes/convocatories-temporals.html
1 plaça de Tècnic auxiliar - Programador informàtic,https://cido.diba.cat/oposicions/15512151/1-placa-de-tecnic-auxiliar-programador-informatic-ajuntament-de-sabadell,Pendent de termini,"http://bop.diba.cat/anunci/3379876, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=949364&type=01&language=ca_ES, http://bop.diba.cat/anunci/3892048, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1036014&type=01&language=ca_ES",,Nivell C1 de català,,COTLLC16722,El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE i serà de 20 dies naturals,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20230113O37,,Informàtica. Noves tecnologies,,Concurs oposició o valoració de mèrits i prova,Funcionari,Vegeu les bases,,https://seu.sabadell.cat/opensiac/action/infopublica?method=enter&edictos=TEAS
